epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,8242.15,0.67861,0.51558,1.1786,0.94219,0.90071,0.95661,0.88697,0.40646,0.36391,0.93813,0.004852,0.004852,0.004852
106,8854.87,0.6907,0.5364,1.18796,0.95342,0.88423,0.95345,0.88473,0.4054,0.36877,0.93685,0.0048025,0.0048025,0.0048025
107,9468.74,0.70058,0.55105,1.1918,0.95427,0.88525,0.95329,0.8841,0.40364,0.36952,0.93352,0.004753,0.004753,0.004753
108,10082.4,0.69834,0.54951,1.19322,0.94795,0.88285,0.95195,0.88419,0.40446,0.37385,0.93414,0.0047035,0.0047035,0.0047035
109,10695.7,0.69452,0.55379,1.18921,0.93866,0.89644,0.95153,0.88358,0.39974,0.3762,0.93063,0.004654,0.004654,0.004654
110,11316.1,0.69241,0.55429,1.19032,0.94504,0.89474,0.95486,0.88797,0.39544,0.36962,0.93037,0.0046045,0.0046045,0.0046045
111,11985.4,0.68575,0.54257,1.18663,0.95087,0.88734,0.95295,0.88579,0.40069,0.36835,0.9349,0.004555,0.004555,0.004555
112,12601.7,0.67834,0.53379,1.18369,0.94521,0.89145,0.95384,0.88619,0.40347,0.36755,0.93384,0.0045055,0.0045055,0.0045055
113,13215.9,0.67593,0.54285,1.18034,0.94577,0.89388,0.95334,0.88497,0.40981,0.36773,0.93695,0.004456,0.004456,0.004456
114,13829.2,0.66465,0.53721,1.17388,0.9473,0.893,0.9552,0.88705,0.40475,0.36799,0.93462,0.0044065,0.0044065,0.0044065
115,14450.2,0.65289,0.52979,1.17,0.95253,0.89127,0.95624,0.88679,0.40317,0.3625,0.93773,0.004357,0.004357,0.004357
116,15062.2,0.64583,0.52732,1.16797,0.94802,0.89824,0.95584,0.88651,0.40227,0.35977,0.93791,0.0043075,0.0043075,0.0043075
117,15675.3,0.64468,0.52753,1.1677,0.95633,0.8986,0.95602,0.88691,0.40003,0.36251,0.93563,0.004258,0.004258,0.004258
118,16287.1,0.64039,0.52342,1.16013,0.95249,0.89918,0.95635,0.88808,0.39744,0.36334,0.93304,0.0042085,0.0042085,0.0042085
119,16899.5,0.62603,0.51764,1.15131,0.95004,0.89599,0.95514,0.88868,0.39534,0.36639,0.93129,0.004159,0.004159,0.004159
120,17519.8,0.63007,0.51307,1.15684,0.95146,0.89092,0.95386,0.88776,0.39746,0.36886,0.93347,0.0041095,0.0041095,0.0041095
121,18151.8,0.61915,0.50503,1.14736,0.94535,0.89621,0.95329,0.88827,0.39607,0.36506,0.93451,0.00406,0.00406,0.00406
122,18766.6,0.61934,0.50782,1.14465,0.94919,0.89823,0.95433,0.88904,0.39672,0.36254,0.93778,0.0040105,0.0040105,0.0040105
123,19477.8,0.62048,0.51476,1.14846,0.9467,0.89753,0.95412,0.88819,0.39517,0.36102,0.93764,0.003961,0.003961,0.003961
124,20062.7,0.61307,0.50768,1.14077,0.95163,0.89573,0.95448,0.88794,0.39523,0.35935,0.93795,0.0039115,0.0039115,0.0039115
125,20647,0.60672,0.50349,1.13889,0.94166,0.9052,0.95562,0.88764,0.39402,0.35882,0.93714,0.003862,0.003862,0.003862
126,21230.3,0.61571,0.50818,1.14535,0.94399,0.90012,0.95574,0.88862,0.39369,0.35869,0.93786,0.0038125,0.0038125,0.0038125
127,700.911,0.57701,0.4628,1.1204,0.94643,0.89658,0.95588,0.88767,0.39399,0.36032,0.93716,0.003763,0.003763,0.003763
128,1288.18,0.57808,0.46413,1.11904,0.94467,0.90027,0.95573,0.88787,0.39204,0.36088,0.93555,0.0037135,0.0037135,0.0037135
129,1873.71,0.5847,0.47552,1.12335,0.9367,0.90431,0.95519,0.88757,0.39216,0.361,0.93441,0.003664,0.003664,0.003664
130,2459.42,0.57924,0.4728,1.1209,0.93916,0.9017,0.9554,0.88567,0.39426,0.36018,0.93715,0.0036145,0.0036145,0.0036145
131,3042.97,0.56852,0.46294,1.11459,0.94905,0.88978,0.95426,0.88693,0.39374,0.3584,0.93709,0.003565,0.003565,0.003565
132,3626.81,0.57716,0.46589,1.12157,0.951,0.88952,0.95385,0.88693,0.39301,0.35715,0.93722,0.0035155,0.0035155,0.0035155
133,4210.63,0.57653,0.45885,1.11825,0.94767,0.89261,0.95462,0.88852,0.39159,0.35527,0.93526,0.003466,0.003466,0.003466
134,4795.95,0.56444,0.45185,1.10998,0.94224,0.89585,0.95464,0.8888,0.39021,0.35491,0.93376,0.0034165,0.0034165,0.0034165
135,5387.43,0.56991,0.45499,1.11475,0.9429,0.898,0.95589,0.88928,0.39132,0.35524,0.93478,0.003367,0.003367,0.003367
136,5970.04,0.56301,0.4541,1.11054,0.94937,0.89224,0.95646,0.8898,0.3909,0.35447,0.93443,0.0033175,0.0033175,0.0033175
137,6551.49,0.56351,0.45242,1.11095,0.95223,0.8953,0.95708,0.89048,0.39027,0.3544,0.93387,0.003268,0.003268,0.003268
138,7133.62,0.56245,0.45116,1.11192,0.95059,0.89344,0.95758,0.89211,0.38986,0.35398,0.93437,0.0032185,0.0032185,0.0032185
139,7717.09,0.56391,0.4426,1.1101,0.94634,0.89533,0.95726,0.89101,0.38943,0.35728,0.93447,0.003169,0.003169,0.003169
140,8300.4,0.56865,0.45199,1.11518,0.95077,0.89079,0.95709,0.89212,0.39025,0.35833,0.93514,0.0031195,0.0031195,0.0031195
141,8882.9,0.57226,0.46102,1.11766,0.95472,0.88772,0.95692,0.89152,0.3897,0.35853,0.93457,0.00307,0.00307,0.00307
142,9466.61,0.57283,0.46006,1.11829,0.94966,0.89228,0.95678,0.89026,0.38791,0.35821,0.93352,0.0030205,0.0030205,0.0030205
143,10049.7,0.56385,0.45747,1.11282,0.9472,0.89326,0.95683,0.88975,0.38821,0.36163,0.93346,0.002971,0.002971,0.002971
144,10639.3,0.56787,0.46311,1.11452,0.94916,0.89028,0.95707,0.89034,0.38836,0.35968,0.934,0.0029215,0.0029215,0.0029215
145,11221.9,0.56146,0.45164,1.11292,0.9312,0.9054,0.9568,0.89225,0.38798,0.35852,0.93366,0.002872,0.002872,0.002872
146,11804,0.55459,0.44352,1.10937,0.93081,0.90884,0.95675,0.89147,0.38781,0.35788,0.93365,0.0028225,0.0028225,0.0028225
147,12385.6,0.56392,0.45277,1.11456,0.93468,0.90423,0.9563,0.89128,0.38733,0.35927,0.93265,0.002773,0.002773,0.002773
148,12967.7,0.56013,0.44832,1.1122,0.93968,0.90112,0.95561,0.89187,0.38574,0.36015,0.93069,0.0027235,0.0027235,0.0027235
149,13550.3,0.5536,0.44153,1.10716,0.93329,0.90531,0.95442,0.89148,0.38617,0.35946,0.93146,0.002674,0.002674,0.002674
150,14133.7,0.55611,0.44914,1.11247,0.93625,0.90389,0.95413,0.89057,0.38587,0.35977,0.93106,0.0026245,0.0026245,0.0026245
151,14715.4,0.55638,0.44602,1.10916,0.94171,0.89613,0.95368,0.89018,0.38457,0.36058,0.92974,0.002575,0.002575,0.002575
152,15298.4,0.5502,0.44469,1.10333,0.94567,0.89422,0.95323,0.89052,0.383,0.36054,0.92848,0.0025255,0.0025255,0.0025255
153,15880.4,0.54196,0.43785,1.09534,0.95055,0.89106,0.95334,0.89105,0.38162,0.3601,0.92784,0.002476,0.002476,0.002476
154,16462.1,0.54992,0.43908,1.10515,0.94882,0.89157,0.95341,0.89107,0.38183,0.36026,0.92829,0.0024265,0.0024265,0.0024265
155,17045,0.54297,0.43396,1.09903,0.9385,0.89678,0.95331,0.89126,0.38165,0.35934,0.92899,0.002377,0.002377,0.002377
156,17626.5,0.54547,0.4337,1.101,0.93775,0.89758,0.95338,0.89205,0.3813,0.35909,0.92856,0.0023275,0.0023275,0.0023275
157,18209.2,0.54788,0.44398,1.10548,0.93581,0.90242,0.95352,0.89239,0.3807,0.35843,0.92845,0.002278,0.002278,0.002278
158,18795.1,0.54707,0.4394,1.10078,0.93504,0.90357,0.95373,0.89262,0.38041,0.35847,0.92838,0.0022285,0.0022285,0.0022285
159,19376.9,0.54628,0.44402,1.10218,0.9318,0.90628,0.95342,0.89276,0.38002,0.3597,0.92772,0.002179,0.002179,0.002179
160,19958.4,0.55628,0.44692,1.1106,0.94125,0.89447,0.95355,0.89389,0.38012,0.35953,0.92702,0.0021295,0.0021295,0.0021295
161,20539.4,0.55429,0.4504,1.11027,0.94146,0.8966,0.95328,0.89361,0.38005,0.35926,0.92644,0.00208,0.00208,0.00208
162,21122.2,0.55567,0.44571,1.11153,0.93967,0.90205,0.95407,0.89436,0.37931,0.35922,0.92504,0.0020305,0.0020305,0.0020305
163,21705.7,0.54964,0.44196,1.10609,0.93768,0.90293,0.95412,0.89416,0.37888,0.35751,0.92433,0.001981,0.001981,0.001981
164,22291,0.55138,0.44084,1.10426,0.93973,0.90419,0.95428,0.89419,0.37842,0.35711,0.92372,0.0019315,0.0019315,0.0019315
165,22878.7,0.54739,0.44249,1.09897,0.93907,0.90452,0.95469,0.89455,0.37832,0.35565,0.92358,0.001882,0.001882,0.001882
166,23464,0.54201,0.43276,1.09755,0.9346,0.91021,0.95478,0.89494,0.37784,0.35383,0.92271,0.0018325,0.0018325,0.0018325
167,24048.2,0.54169,0.43631,1.09881,0.93379,0.91003,0.95501,0.89425,0.37785,0.35426,0.92254,0.001783,0.001783,0.001783
168,24632.5,0.53973,0.43673,1.09811,0.93411,0.9093,0.95499,0.89339,0.37763,0.35487,0.92192,0.0017335,0.0017335,0.0017335
169,25216.5,0.5386,0.4351,1.09589,0.93464,0.90997,0.95507,0.89326,0.37726,0.35419,0.92157,0.001684,0.001684,0.001684
170,25803.8,0.53835,0.42778,1.09565,0.94078,0.90669,0.95521,0.89338,0.37709,0.35468,0.92153,0.0016345,0.0016345,0.0016345
171,26388.5,0.53164,0.42805,1.08997,0.94164,0.90676,0.95516,0.89384,0.3771,0.3547,0.92126,0.001585,0.001585,0.001585
172,26970.6,0.53431,0.43011,1.09613,0.94213,0.90712,0.95499,0.89417,0.37739,0.35419,0.92135,0.0015355,0.0015355,0.0015355
173,27550.4,0.52583,0.42166,1.08899,0.94135,0.90743,0.95529,0.89391,0.37772,0.35398,0.92151,0.001486,0.001486,0.001486
174,28130.5,0.53438,0.42494,1.0929,0.94216,0.90623,0.95505,0.89406,0.37821,0.35399,0.9221,0.0014365,0.0014365,0.0014365
175,28703.4,0.53532,0.43636,1.09678,0.94214,0.90653,0.95516,0.89441,0.37803,0.35441,0.92215,0.001387,0.001387,0.001387
176,29280,0.52805,0.42491,1.09291,0.93947,0.90793,0.95518,0.89397,0.37754,0.35454,0.9219,0.0013375,0.0013375,0.0013375
177,29857.6,0.52376,0.41875,1.09253,0.93957,0.90748,0.95629,0.89473,0.37698,0.35473,0.92145,0.001288,0.001288,0.001288
178,30437.2,0.52847,0.42299,1.08963,0.94172,0.90529,0.95523,0.89504,0.37687,0.35547,0.92142,0.0012385,0.0012385,0.0012385
179,31016.2,0.5297,0.42403,1.09116,0.9417,0.90558,0.95596,0.89487,0.37693,0.35518,0.92168,0.001189,0.001189,0.001189
180,31594.2,0.52539,0.42022,1.09283,0.94162,0.90837,0.95596,0.89445,0.37666,0.35559,0.92176,0.0011395,0.0011395,0.0011395
181,32175.6,0.52528,0.42042,1.08722,0.94257,0.90789,0.9561,0.89441,0.37623,0.35604,0.92146,0.00109,0.00109,0.00109
182,32755.9,0.52054,0.41766,1.08777,0.94189,0.90837,0.95612,0.89441,0.37639,0.35606,0.92185,0.0010405,0.0010405,0.0010405
183,33338.9,0.51899,0.41204,1.08619,0.9413,0.90734,0.95618,0.89415,0.3766,0.35572,0.92202,0.000991,0.000991,0.000991
184,33916.3,0.51208,0.40897,1.08142,0.94132,0.90712,0.95611,0.89396,0.37657,0.35566,0.9221,0.0009415,0.0009415,0.0009415
