epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,13373.9,0.55474,0.45078,1.12302,0.95737,0.88351,0.95601,0.88779,0.41082,0.36681,0.94373,0.0014365,0.0014365,0.0014365
175,14044.7,0.54846,0.44469,1.1197,0.95819,0.87999,0.95478,0.88734,0.41055,0.36665,0.94361,0.001387,0.001387,0.001387
176,14655.3,0.54496,0.43942,1.11614,0.9574,0.87976,0.95463,0.88687,0.41018,0.36652,0.94341,0.0013375,0.0013375,0.0013375
177,15287,0.54607,0.44212,1.12056,0.95746,0.88015,0.95462,0.88711,0.41002,0.36651,0.94388,0.001288,0.001288,0.001288
178,15939.9,0.54476,0.44282,1.11683,0.95836,0.87992,0.95457,0.88758,0.40963,0.3667,0.94327,0.0012385,0.0012385,0.0012385
179,16564.7,0.54165,0.43946,1.11233,0.95876,0.88039,0.95456,0.88755,0.40939,0.36654,0.94314,0.001189,0.001189,0.001189
180,17190.3,0.53189,0.43429,1.10566,0.95816,0.88075,0.95445,0.88775,0.4092,0.36662,0.94307,0.0011395,0.0011395,0.0011395
181,17828.7,0.53826,0.43247,1.11277,0.95799,0.88161,0.95431,0.8877,0.40941,0.36653,0.94332,0.00109,0.00109,0.00109
182,18469.5,0.5288,0.42759,1.1064,0.95844,0.88176,0.95349,0.88707,0.40915,0.36664,0.94338,0.0010405,0.0010405,0.0010405
183,19072.3,0.53418,0.42765,1.10743,0.95768,0.88169,0.95344,0.887,0.4092,0.367,0.94338,0.000991,0.000991,0.000991
