model,weights,precision,recall,map50,map50_95,fps,params,flops
YOLOv11-S,D:\cyd\Desktop\yolo_web-main\experiments\YOLOv11-S\baseline_20260310_141013\weights\best.pt,0.021327151233816122,0.04097744360902256,0.0035885746246389887,0.0024555421356294038,8.151415277663423,9416670.0,10660633600.0
YOLOv11-S-MBV3,D:\cyd\Desktop\yolo_web-main\experiments\YOLOv11-S-MBV3\mbv3_20260310_155214\weights\best.pt,0.2739338952052502,0.02142857142857143,0.004946789623102922,0.0020369186438720733,9.434661052104872,7464830.0,6728743256.0
YOLOv11-S-MBV3-ECA,D:\cyd\Desktop\yolo_web-main\experiments\YOLOv11-S-MBV3-ECA\mbv3_eca_20260310_175456\weights\best.pt,0.02498543250448514,0.02406015037593985,0.004323028251679941,0.002098427809078973,6.56658503767093,9312087.0,11506435416.0
